Status,Listing ID,Full Street Address,List Price,Subdivision/Neighborhood,Style,Structure Type,Beds,Bathrooms Full,Bathrooms Half,Levels/Stories,Fireplaces Total,Basement YN,Lot Size SqFt,Year Built,DOM,CDOM,Close Date,Close Price,Concessions Amt 
Closed,MDHW290440,2463 Vineyard Springs Way,"$849,900 ",ESTATES AT PATAPSCO PARK,Colonial,Detached,5,5,0,3,1,Yes,6293,2018,7,7,3/26/2021,"$850,000 ",
Closed,MDMC744426,8222 Castanea Ln,"$800,000 ",PIEDMONT CROSSING,Colonial,Detached,4,4,1,2,1,Yes,5823,2013,10,10,4/9/2021,"$850,000 ",
Closed,MDHW288132,2049 Sykesville Rd,"$915,000 ",SYKESVILLE,Contemporary,Detached,4,4,2,2,1,Yes,208217,1986,50,50,3/5/2021,"$850,000 ",
Closed,MDMC745538,11810 Tifton Dr,"$850,200 ",REGENCY ESTATES,Split Level,Detached,5,2,1,4,1,Yes,8905,1965,5,5,4/6/2021,"$850,200 ",
Closed,MDHW292422,3630 Point Hitch Rd,"$739,900 ",COUNTRYSIDE,"Colonial, Traditional",Detached,4,3,1,3,1,Yes,131987,1986,6,6,5/14/2021,"$851,000 ",
Closed,MDMC754582,15009 Emory Ln,"$790,000 ",FLOWER VALLEY,Colonial,Detached,5,3,1,3,1,Yes,16589,1972,7,7,6/24/2021,"$853,000 ",
Closed,MDMC745036,808 Royal Cres,"$859,000 ",KING FARM IRVINGTON,Colonial,Detached,5,4,1,4,1,Yes,4271,2004,26,26,4/22/2021,"$854,000 ",
Closed,MDMC755392,15000 Columbine Way,"$799,000 ",FLOWER VALLEY,Colonial,Detached,4,3,2,3,1,Yes,21966,1968,5,5,6/4/2021,"$854,020 ",
Closed,MDMC748298,4617 Maple Ave,"$799,000 ",ROSEDALE PARK,"Bungalow, Cape Cod",Detached,3,1,0,3,1,Yes,4440,1927,7,7,4/8/2021,"$855,000 ",
Closed,MDMC758734,9805 Raleigh Tavern Ct,"$799,000 ",NORTH BETHESDA GROVE,Split Foyer,Detached,5,3,,2,1,Yes,8179,1971,6,6,6/21/2021,"$855,000 ",
Closed,MDMC755290,17505 Charity Ln,"$750,000 ",CEDAR CREEK ESTATES,Colonial,Detached,4,3,1,3,2,Yes,169884,1987,6,6,6/14/2021,"$855,000 ",
Closed,MDHW292004,8140 Crest Rd,"$799,999 ",PATUXENT SPRINGS,Colonial,Detached,5,4,,3,2,Yes,19994,1993,5,5,4/30/2021,"$855,000 ",
Closed,MDMC751310,16504 Minuteman Ter,"$825,000 ",NORBECK ESTATES,Colonial,Detached,4,4,1,3,2,Yes,15000,1990,6,6,6/2/2021,"$855,000 ",
Closed,MDMC750864,11420 Bedfordshire Ave,"$799,000 ",BEDFORDSHIRE,Split Level,Detached,5,3,,4,1,Yes,10639,1971,5,5,4/29/2021,"$857,500 ",
Closed,MDMC747452,9924 Bedfordshire Ct,"$699,900 ",BEDFORDSHIRE,Colonial,Detached,4,3,1,3,1,Yes,11311,1970,8,8,4/8/2021,"$858,000 ",
Closed,MDHW290150,5302 Grovemont Dr,"$850,000 ",GROVEMONT,Colonial,Detached,6,4,,3,1,Yes,16000,2001,25,25,5/27/2021,"$858,000 ",
Closed,MDMC758102,14808 Soft Wind Dr,"$799,000 ",DUFIEF MILL,Colonial,Detached,4,2,1,3,1,Yes,11944,1986,6,6,6/18/2021,"$859,000 ",
Closed,MDMC751990,1809 Gold Mine Rd,"$775,000 ",BROOKE GROVE,Colonial,Detached,4,3,1,3,2,Yes,182952,1978,7,7,5/28/2021,"$859,000 ",
Closed,MDHW292582,7535 Morris St,"$859,000 ",MAPLE LAWN,Colonial,Detached,5,4,1,3,1,Yes,4050,2013,3,3,5/14/2021,"$859,900 ",
Closed,MDMC758926,224 Watkins Pond Blvd,"$859,900 ",KING FARM WATKINS POND,Colonial,Detached,4,3,1,3,1,Yes,4673,1998,8,8,6/24/2021,"$859,900 ",$
Closed,MDMC751168,2711 Navarre Dr,"$799,000 ",ROCK CREEK FOREST,Ranch/Rambler,Detached,4,2,1,2,1,Yes,6377,1951,7,7,5/21/2021,"$860,000 ",
Closed,MDMC749134,8602 Hempstead Ave,"$799,900 ",BRADMOOR,Colonial,Detached,3,2,1,3,1,Yes,5800,1941,12,12,5/26/2021,"$860,000 ",
Closed,MDMC745038,8714 Bradmoor Dr,"$825,000 ",BRADMOOR,Split Level,Detached,4,2,1,3.5,,Yes,8168,1960,9,9,3/17/2021,"$860,000 ",
Closed,MDMC741990,4005 Woodlawn Rd,"$860,000 ",CHEVY CHASE,Split Level,Detached,4,3,,4,,Yes,7800,1957,18,18,3/22/2021,"$860,000 ","$20,000 "
Closed,MDMC751370,1126 Pipestem Pl,"$780,000 ",FALLSMEAD,Colonial,Detached,4,2,1,2,,Yes,27866,1971,5,5,5/21/2021,"$860,000 ",
Closed,MDMC748454,11639 Parsippany Ter,"$762,000 ",DUFIEF MILL ESTATES,Colonial,Detached,4,3,1,3,1,Yes,12549,1985,3,3,4/30/2021,"$860,000 ",
Closed,MDMC754264,1402 Kersey Ln,"$800,000 ",POTOMAC WOODS,Split Level,Detached,4,2,1,3,1,Yes,13249,1964,4,4,6/8/2021,"$860,000 ",
Closed,MDMC737076,8707 Yarmouth Ct,"$799,000 ",HIGHLAND STONE,Split Level,Detached,4,3,1,4,1,Yes,8522,1967,3,3,12/29/2020,"$860,000 ",
Closed,MDMC746112,5 Eaglebrook Ct,"$820,000 ",POTOMAC SPRINGS,Contemporary,Detached,5,3,1,3,1,Yes,16092,1978,3,3,4/29/2021,"$860,000 ",
Closed,MDHW292562,10146 Maxine St,"$850,000 ",CENTENNIAL,Colonial,Detached,4,4,,3,1,Yes,18356,1988,5,5,5/14/2021,"$860,000 ",
Closed,MDMC750660,15408 Quail Run Dr,"$855,000 ",QUAIL RUN,Dutch,Detached,4,3,1,3,2,Yes,20008,1972,8,8,5/24/2021,"$860,000 ",
Closed,MDMC736656,2620 Oakenshield Dr,"$860,000 ",POTOMAC WOODS,"Split Level, Traditional",Detached,6,3,1,4,1,Yes,11385,1978,0,0,1/5/2021,"$860,000 ","$3,000 "
Closed,MDHW290200,1209 Crystal Ridge Rd,"$800,000 ",MEADOWOOD,Colonial,Detached,5,3,1,3,1,Yes,138956,1989,4,4,3/19/2021,"$860,000 ",
Closed,MDHW293916,2161 McKendree Rd,"$800,000 ",GLENELG,Colonial,Detached,5,3,1,3,1,Yes,217800,1999,5,5,6/18/2021,"$860,000 ",
Closed,MDHW290318,3951 Nelson House Rd,"$825,000 ",WOODS OF TIBER BRANCH,Colonial,Detached,4,3,1,3,1,Yes,8802,2006,6,6,4/9/2021,"$860,000 ",
Closed,MDHW291720,7114 Samuels Ln,"$850,000 ",SAMUEL'S GRANT,Colonial,Detached,5,4,1,2,1,Yes,14647,2017,3,3,4/29/2021,"$860,000 ","$5,000 "
Closed,MDPG597788,7804 Killbarron Dr,"$860,000 ",THE VILLAGES AT WELLINGTON,Colonial,Detached,5,5,1,3,1,Yes,12395,2005,7,7,6/8/2021,"$860,000 ",
Closed,MDMC751190,5903 Jarvis Ln,"$798,000 ",ALTA VISTA GARDENS,Cape Cod,Detached,4,3,0,3,2,Yes,8420,1951,8,8,4/29/2021,"$860,304 ",
Closed,MDMC750330,6033 Rossmore Dr,"$799,000 ",WILDWOOD MANOR,Split Level,Detached,3,3,0,4,1,Yes,9000,1961,7,7,5/5/2021,"$865,000 ",
Closed,MDHW288496,7765 Water St,"$875,000 ",MAPLE LAWN FARMS HILLS,Colonial,Detached,5,3,1,3,1,Yes,7297,2010,14,14,2/26/2021,"$865,000 ",$450 
Closed,MDHW290710,1736 Cattail Meadows Dr,"$819,900 ",CATTAIL WOODS,Colonial,Detached,4,2,1,3,1,Yes,54014.4,1999,4,4,5/12/2021,"$865,000 ",
Closed,MDMC750418,12501 Degas Ct,"$825,000 ",QUINCE HAVEN,Contemporary,Detached,5,4,,3,1,Yes,11330,1995,2,2,5/17/2021,"$865,000 ",
Closed,MDHW292274,7112 Layton Ct,"$850,000 ",GROVEMONT,Colonial,Detached,5,4,1,3,1,Yes,16433,2002,3,3,4/30/2021,"$865,000 ",
Closed,MDMC743944,201 1st St,"$875,000 ",JANETA,Colonial,Detached,8,6,1,4,2,Yes,8142,2005,0,21,3/18/2021,"$865,000 ","$15,500 "
Closed,MDMC746108,14730 Pommel Dr,"$825,000 ",HUNTING HILL WOODS,Colonial,Detached,4,2,1,3,1,Yes,13160,1985,7,7,4/14/2021,"$867,000 ",
Closed,MDMC755436,9203 Bardon Rd,"$749,900 ",PT BETHESDA OUT RES 1,Split Level,Detached,4,3,,4,,Yes,9138,1957,7,7,5/28/2021,"$868,000 ",
Closed,MDMC737802,12104 Gatewater Dr,"$814,000 ",FALLSBERRY,Colonial,Detached,3,3,1,3,2,Yes,5055,1986,5,5,1/25/2021,"$868,000 ",
Closed,MDMC749526,15229 Turkey Foot Rd,"$749,000 ",SENECA HIGHLANDS,Colonial,Detached,4,3,1,3,2,Yes,46375,1978,5,5,4/28/2021,"$868,835 ",
Closed,MDMC738408,8503 Bradmoor Dr,"$885,000 ",BRADMOOR,Colonial,Detached,3,2,1,3,2,Yes,5996,1941,36,36,2/11/2021,"$870,000 ",
Closed,MDMC756108,4406 Everett St,"$829,999 ",PARKWOOD,Craftsman,Detached,4,2,0,2,1,No,7000,1950,0,0,4/30/2021,"$870,000 ",
Closed,MDMC754380,12 Barrington Fare,"$789,000 ",ROCKSHIRE,Colonial,Detached,5,2,1,3,1,Yes,11725,1970,4,4,5/28/2021,"$870,000 ",
Closed,MDMC748516,14716 Botany Way,"$820,000 ",STONEBRIDGE,Colonial,Detached,4,3,1,3,1,Yes,9572,1984,6,6,4/29/2021,"$870,000 ",
Closed,MDMC737984,1103 Pleasant Cir,"$869,900 ",KING FARM BAILEYS COMMON,"Traditional, Transitional",Detached,5,4,1,3,2,Yes,3429,2003,24,24,2/25/2021,"$870,000 ",
Closed,MDMC738488,15505 Hallman Grove Ct,"$859,000 ",HALLMAN GROVE,Colonial,Detached,5,4,1,3,1,Yes,7412,2014,5,5,1/29/2021,"$870,000 ",
Closed,MDMC749244,364 Picea View Ct,"$849,900 ",PIEDMONT CROSSING,Colonial,Detached,4,4,1,3,1,Yes,7607,2014,7,7,4/29/2021,"$870,000 ",
Closed,MDMC733158,108 Argosy Dr,"$894,500 ",WASHINGTONIAN WOODS,Colonial,Detached,5,5,1,3,1,Yes,8060,1989,40,40,2/5/2021,"$870,000 ",
Closed,MDHW288522,11159 Willow Green Way,"$859,900 ",WOODFORDS GRANT,Transitional,Detached,5,5,,2.5,1,Yes,50094,2000,5,5,1/25/2021,"$870,000 ",
Closed,MDMC752764,2407 Eccleston St,"$845,000 ",CARROLL KNOLLS,Cape Cod,Detached,5,4,,3,0,Yes,7316,1949,6,6,5/14/2021,"$872,000 ",
Closed,MDMC753458,2612 East West Hwy,"$849,900 ",ROCK CREEK FOREST,Ranch/Rambler,Detached,4,3,,2,2,Yes,7420,1951,9,9,6/4/2021,"$875,000 ",
Closed,MDMC746668,9104 Falls Chapel Way,"$850,000 ",POTOMAC COMMONS,Split Level,Detached,3,2,1,3,,Yes,10800,1972,7,7,4/16/2021,"$875,000 ",
Closed,MDMC736968,7013 Wolftree Ln,"$864,900 ",OLD FARM,Split Level,Detached,4,2,1,3,1,Yes,10057,1961,6,6,1/15/2021,"$875,000 ","$1,000 "
Closed,MDMC755948,14901 Braemar Crescent Way,"$799,000 ",HIGHLANDS OF DARNESTOWN,Colonial,Detached,4,3,2,3,,Yes,67454,1980,2,2,5/28/2021,"$875,000 ",
Closed,MDMC758448,14066 Saddle River Dr,"$850,000 ",POTOMAC CROSSING,Colonial,Detached,5,2,1,2,1,Yes,13051,1986,4,4,6/21/2021,"$875,000 ",
Closed,MDMC744734,14613 Dehaven Ct,"$795,000 ",DUFIEF,Colonial,Detached,4,3,1,3,1,Yes,15613,1984,5,5,3/23/2021,"$875,000 ",
Closed,MDMC748898,12113 Pawnee Dr,"$750,000 ",QUINCE ORCHARD MANOR,Colonial,Detached,5,4,1,3,2,Yes,31464,1992,5,5,4/12/2021,"$875,000 ",
Closed,MDMC740582,8913 Falls Chapel Way,"$950,000 ",POTOMAC COMMONS,Colonial,Detached,4,3,1,3,1,Yes,11086,1972,35,35,3/23/2021,"$875,000 ",
Closed,MDMC748412,12624 Carrington Hill Dr,"$769,000 ",WILLOW RIDGE,Colonial,Detached,4,2,2,3,1,Yes,11094,1986,4,4,5/5/2021,"$875,000 ",
Closed,MDHW293596,12120 Early Lilacs Path,"$750,000 ",VILLAGE OF RIVER HILL,Colonial,Detached,5,3,1,3,1,Yes,10380,2001,5,5,6/1/2021,"$875,000 ",
Closed,MDMC742776,14009 Forest Ridge Dr,"$824,900 ",DUFIEF MILL,Colonial,Detached,4,3,1,3,1,Yes,9925,1991,5,5,3/2/2021,"$875,000 ",
Closed,MDHW291838,4432 S Meadow Ct,"$825,000 ",CENTENNIAL,Colonial,Detached,4,2,2,3,1,Yes,18584,1988,4,4,6/3/2021,"$875,000 ",
Closed,MDHW289086,7343 Trappe St,"$875,000 ",MAPLE LAWN,Colonial,Detached,5,4,1,3,1,Yes,4998,2013,1,1,2/26/2021,"$875,000 ",
Closed,MDMC752014,18311 New Hampshire Ave,"$950,000 ",ASHTON OAKS,Colonial,Detached,4,4,0,3,1,Yes,218236,1988,16,16,5/27/2021,"$875,000 ",
Closed,MDHW291302,16361 Paulownia Hill Ct,"$875,000 ",NONE AVAILABLE,Colonial,Detached,5,3,2,2,,Yes,314068,1979,5,5,6/1/2021,"$875,000 ",
Closed,MDHW291712,6508 Kells Ct,"$850,000 ",CLARKS GLEN,Colonial,Detached,4,3,1,3,1,Yes,11327,1998,0,0,5/5/2021,"$875,000 ","$10,000 "
Closed,MDHW289660,6520 Cashel Ct,"$875,000 ",CLARKS GLEN,Colonial,Detached,4,3,1,3,1,Yes,11269,1997,0,0,3/12/2021,"$875,000 ",
Closed,MDHW291264,6412 Shannon Ct,"$875,000 ",CLARKS GLEN,Colonial,Detached,4,2,1,3,1,Yes,12622,1998,1,1,4/30/2021,"$875,000 ",
Closed,MDCR203584,2334 Storm Cat Ct,"$825,000 ",ESTATES AT LIBERTY RESERVOIR,Colonial,Detached,5,3,2,2,1,Yes,131159,2016,6,6,5/27/2021,"$875,000 ",
Closed,MDHW2000004,9205 Waycross Rd,"$750,000 ",DUNLOGGIN,Ranch/Rambler,Detached,4,3,2,2,2,Yes,27355,1962,4,4,6/1/2021,"$875,000 ",
Closed,MDCR202430,1995 Conan Doyle Way,"$875,000 ",SHERLOCK HOLMES ESTATES,Colonial,Detached,6,4,1,3,1,Yes,305791,2004,6,6,4/2/2021,"$875,000 ",
Closed,MDHW290494,7082 Garden Walk,"$900,000 ",VILLAGE OF RIVER HILL,Colonial,Detached,5,3,1,3,0,Yes,17114,1995,6,6,4/16/2021,"$875,000 ",
Closed,MDMC756672,2 McCormick Ct,"$830,000 ",FLINT LEDGE ESTATES,Colonial,Detached,4,3,1,3,1,Yes,7596,1984,6,6,6/24/2021,"$878,000 ",
Closed,MDMC757514,6008 Southport Dr,"$829,000 ",WILDWOOD MANOR,Split Foyer,Detached,3,2,1,2,1,Yes,9126,1959,6,6,6/14/2021,"$880,000 ",
Closed,MDMC744666,10409 Gainsborough Rd,"$880,000 ",BELLS MILL ESTATES,Split Foyer,Detached,4,3,,2,1,Yes,12157,1969,5,5,4/8/2021,"$880,000 ",
Closed,MDMC739932,10320 Gainsborough Rd,"$825,000 ",BELLS MILL VILLAGE,Split Foyer,Detached,4,3,0,2,1,Yes,16287,1968,5,5,2/11/2021,"$880,000 ",
Closed,MDMC735248,4522 Traymore St,"$799,000 ",PARKVIEW,Split Level,Detached,4,3,,4,1,Yes,8223,1955,7,7,1/13/2021,"$880,000 ",
Closed,MDMC754334,12124 Orchard View Rd,"$750,000 ",ORCHARD HILLS,Colonial,Detached,4,3,1,3,1,Yes,22741,1986,6,6,6/16/2021,"$880,000 ",
Closed,MDMC745692,8912 Tuckerman Ln,"$874,900 ",LAKE NORMANDY ESTATES,Colonial,Detached,5,4,1,3,2,Yes,9000,1967,5,5,4/21/2021,"$880,000 ",
Closed,MDMC741774,1736 Crestview Dr,"$890,000 ",HORIZON HILL,Colonial,Detached,5,3,1,3,1,Yes,10604,1974,6,6,3/1/2021,"$880,000 ",
Closed,MDMC744830,11417 Hounds Way,"$829,000 ",OLD FARM,Colonial,Detached,4,2,1,3,1,Yes,10155,1966,5,5,3/30/2021,"$880,000 ",
Closed,MDHW292362,11866 Simpson Rd,"$874,900 ",CLARKSVILLE,Colonial,Detached,5,4,,3,1,Yes,46609,1998,6,6,6/4/2021,"$880,000 ",
Closed,MDMC753066,12013 Citrus Grove Rd,"$870,000 ",QUINCE ORCHARD KNOLLS,Colonial,Detached,4,3,1,3,1,Yes,10862,1991,7,7,6/2/2021,"$880,000 ",
Closed,MDMC753450,14717 Chesterfield Rd,"$849,900 ",NONE AVAILABLE,Colonial,Detached,4,3,2,2.5,2,Yes,27693,1993,6,6,5/28/2021,"$880,000 ",
Closed,MDHW292302,6761 Cortina Dr,"$881,000 ",HIGHLAND,Contemporary,Detached,5,2,1,3,1,Yes,63162,1996,6,6,5/17/2021,"$881,000 ",
Closed,MDCR203248,750 Ardenwood Dr,"$899,900 ",AVONSHIRE WOODS,Colonial,Detached,5,4,1,2,1,Yes,105415,2004,9,9,5/21/2021,"$882,000 ",
Closed,MDMC755758,12009 Coldstream Dr,"$839,500 ",BEVERLY FARMS,Contemporary,Detached,5,3,,2,1,Yes,10062,1966,7,7,5/31/2021,"$883,500 ",
Closed,MDMC748378,7120 Wolftree Ln,"$865,000 ",OLD FARM,Split Level,Detached,4,2,1,4,2,Yes,13826,1961,5,5,4/29/2021,"$883,750 ",
Closed,MDMC748656,1901 S Fallsmead Way,"$824,900 ",HORIZON HILL,Colonial,Detached,4,2,1,3,1,Yes,23431,1977,7,7,4/16/2021,"$884,100 ",
Closed,MDHW291438,6605 Gleaming Sand Chase,"$869,000 ",VILLAGE OF RIVER HILL,Colonial,Detached,5,3,1,3,1,Yes,14089,1999,5,5,5/17/2021,"$884,500 ",$500 
Closed,MDMC754210,2706 Spencer Rd,"$884,900 ",ROCK CREEK FOREST,Colonial,Detached,3,2,,3,2,Yes,6600,1948,12,12,6/18/2021,"$884,900 ",
Closed,MDMC737996,4406 Westbrook Ln,"$850,000 ",CHEVY CHASE VIEW,Cape Cod,Detached,4,2,,3,1,Yes,6600,1953,6,6,1/29/2021,"$885,000 ",
Closed,MDMC756016,5814 Walton Rd,"$885,000 ",WYNGATE,Cape Cod,Detached,4,2,,3,1,Yes,6900,1950,4,4,5/17/2021,"$885,000 ",
Closed,MDMC744574,11128 Hunt Club Dr,"$845,000 ",FOX HILLS,Colonial,Detached,4,2,1,3,1,Yes,11224,1967,8,8,3/31/2021,"$885,000 ",
Closed,MDMC743754,11909 Coldstream Dr,"$890,000 ",HIGHLAND STONE,Colonial,Detached,4,2,1,3,1,Yes,10843,1967,4,4,3/23/2021,"$885,000 ",
Closed,MDMC743120,8420 Donnybrook Dr,"$875,000 ",ROCK CREEK FOREST,Split Level,Detached,5,2,1,2,1,Yes,7066,1951,2,2,4/9/2021,"$885,000 ",
Closed,MDMC738286,1805 Cliffe Hill Way,"$845,000 ",ORCHARD RIDGE,Colonial,Detached,5,3,1,3,1,Yes,8849,1986,6,6,1/22/2021,"$885,000 ",
Closed,MDHW292924,6554 River Run,"$860,000 ",RIVER HILL,Colonial,Detached,4,3,1,3,1,Yes,12053,1999,5,5,5/20/2021,"$885,000 ",
Closed,MDMC748750,12020 Smoketree Rd,"$799,900 ",REGENT PARK,Ranch/Rambler,Detached,4,3,,2,1,Yes,9473,1963,8,8,4/16/2021,"$889,000 ",
Closed,MDHW288414,17321 Pink Dogwood Ct,"$899,000 ",MOUNT AIRY,Colonial,Detached,4,2,1,3,1,Yes,436036,1990,9,9,1/29/2021,"$889,000 ",
Closed,MDMC748854,5900 Rossmore Dr,"$799,000 ",WILDWOOD MANOR,Split Foyer,Detached,4,3,0,2,1,Yes,9000,1959,6,6,4/29/2021,"$890,000 ",
Closed,MDMC753274,4955 Crescent St,"$750,000 ",CRESTVIEW,Colonial,Detached,2,2,0,3,1,Yes,4000,1940,7,7,5/28/2021,"$890,000 ",
Closed,MDMC745176,9498 Singleton Dr,"$799,000 ",WYNGATE,Colonial,Detached,3,1,1,2,1,Yes,8948,1940,8,8,3/31/2021,"$890,000 ","$2,500 "
Closed,MDMC754118,17 Lodge Pl,"$799,900 ",ROCKSHIRE,Colonial,Detached,4,2,2,3,1,Yes,7700,1973,4,4,6/21/2021,"$890,000 ",
Closed,MDMC739990,721 Brent Rd,"$899,900 ",ROXBORO,Colonial,Detached,4,4,,3,1,Yes,9236,1943,51,51,4/9/2021,"$890,000 ","$10,000 "
Closed,MDHW292536,6105 Trotter Ridge Ct,"$825,000 ",TROTTER RIDGE,Colonial,Detached,4,4,1,3,1,Yes,10488,1999,6,6,6/18/2021,"$890,000 ","$10,000 "
Closed,MDMC749440,13619 Early Light Ln,"$869,900 ",POPLAR RUN,Colonial,Detached,5,5,,3,1,Yes,6352,2011,8,8,4/23/2021,"$890,000 ",
Closed,MDMC746658,13792 Night Sky Dr,"$824,500 ",POPLAR RUN,Traditional,Detached,6,5,0,3,1,Yes,6288,2013,3,3,4/30/2021,"$890,000 ",
Closed,MDHW292524,11916 Mekenie Ct,"$850,000 ",THE ESTATES AT SAND HILL,Colonial,Detached,5,3,1,3,1,Yes,44431,2004,6,6,5/10/2021,"$890,000 ",
Closed,MDMC743430,16 Starlight Ct,"$785,000 ",HORIZON HILL,Colonial,Detached,4,3,1,3,,Yes,12100,1977,2,2,3/16/2021,"$892,000 ",
Closed,MDMC754480,14604 Gallant Fox Ln,"$799,900 ",POTOMAC CHASE,Colonial,Detached,5,3,1,3,1,Yes,15871,1980,5,5,6/2/2021,"$892,000 ",
Closed,MDMC750244,10100 Lakewood Dr,"$825,900 ",LAKEWOOD GLEN,Split Level,Detached,4,3,1,4,1,Yes,52071,1961,6,6,6/1/2021,"$892,000 ",
Closed,MDMC742132,20 Pebble Ridge Ct,"$899,900 ",HORIZON HILL,Colonial,Detached,4,3,1,3,1,Yes,8532,1977,5,5,3/12/2021,"$892,500 ",
Closed,MDHW291434,11862 Simpson Rd,"$800,000 ",EASTERN VIEW,Ranch/Rambler,Detached,4,3,1,2,3,Yes,45738,1997,3,3,4/15/2021,"$893,000 ",
Closed,MDMC755706,10 Chinaberry Ct,"$875,000 ",POTOMAC GROVE,Colonial,Detached,5,4,1,3,2,Yes,12803,1993,7,7,6/23/2021,"$893,000 ",
Closed,MDMC752734,6416 Marjory Ln,"$895,000 ",MERRIMACK PARK,Split Level,Detached,4,1,2,4,2,Yes,7350,1956,7,7,5/12/2021,"$895,000 ",
Closed,MDMC739790,9008 Seven Locks Rd,"$895,000 ",CHARRED OAK ESTATES,Split Foyer,Detached,4,3,,2,2,Yes,20000,1961,3,3,2/8/2021,"$895,000 ",
Closed,MDMC753154,10400 Gainsborough Rd,"$899,000 ",BELLS MILL VILLAGE,Ranch/Rambler,Detached,5,3,,2,1,Yes,12113,1969,17,17,6/3/2021,"$895,000 ","$25,000 "
Closed,MDMC740320,326 Ridge,"$899,900 ",WASHINGTON GROVE,Ranch/Rambler,Detached,4,5,1,2,1,Yes,20529,2021,18,18,3/5/2021,"$895,000 ","$25,000 "
Closed,MDHW288114,6108 Braden Way,"$875,000 ",ENCLAVE AT RIVER HILL,Colonial,Detached,6,5,,3,1,Yes,8382,2018,5,5,12/30/2020,"$895,000 ",
Closed,MDMC744212,13113 Chestnut Oak Dr,"$899,000 ",ANCIENT OAK,Colonial,Detached,4,5,,3,3,Yes,91040,1964,18,18,4/23/2021,"$895,000 ",$300 
Closed,MDMC738432,218 Johnson Meadow St,"$895,990 ",QUINCE ORCHARD,Craftsman,Detached,5,4,1,3,,Yes,3825,2021,64,65,4/28/2021,"$895,990 ",
Closed,MDHW293156,3840 Parrot Dr,"$824,900 ",FONT HILL MANOR,Transitional,Detached,5,4,1,2,3,Yes,11454,2000,7,7,5/25/2021,"$896,000 ",
Closed,MDHW291252,6920 Mystic Woods Way,"$875,000 ",SCOTT ACRES,Colonial,Detached,5,3,1,2,1,Yes,16851,1998,5,5,4/30/2021,"$897,000 ","$3,000 "
Closed,MDMC749476,7805 Cindy Ln,"$899,000 ",CHARRED OAK ESTATES,Colonial,Detached,4,3,,2,1,Yes,15002,1963,6,6,4/29/2021,"$899,000 ","$5,000 "
Closed,MDHW288266,4851 Ellicott Woods Ln,"$899,900 ",WORTHINGTON,Ranch/Rambler,Detached,3,2,,1,,No,217800,1966,58,58,4/16/2021,"$899,900 ",
Closed,MDMC745550,7807 Glenbrook Rd,"$900,000 ",BATTERY PARK,Cape Cod,Detached,2,1,1,2.5,1,Yes,5484,1939,6,6,3/31/2021,"$900,000 ",
Closed,MDMC749438,4409 Westbrook Ln,"$849,000 ",PARKWOOD,Cape Cod,Detached,4,2,,3,1,Yes,6130,1953,2,2,4/16/2021,"$900,000 ",
Closed,MDMC748988,9601 Overlea Dr,"$799,900 ",POTOMAC HIGHLANDS,Mid-Century Modern,Detached,4,3,,1,1,No,89734,1962,3,3,5/14/2021,"$900,000 ",
Closed,MDMC736476,9913 Old Georgetown Rd,"$849,500 ",ALTA VISTA GARDENS,Transitional,Detached,4,4,1,3,2,Yes,9787,1953,26,26,4/15/2021,"$900,000 ",
Closed,MDMC746642,12301 Clement Ln,"$825,000 ",SPRINGBROOK FOREST,Cape Cod,Detached,5,4,,3,2,Yes,46464,1964,1,1,5/3/2021,"$900,000 ",
Closed,MDMC762804,9212 Sprinklewood Lane Sprinklewood,"$900,000 ",PINE KNOLLS,Colonial,Detached,4,2,1,3,1,Yes,13477,1978,0,0,4/30/2021,"$900,000 ",
Closed,MDMC742850,8606 Wild Olive Dr,"$849,950 ",REGENCY ESTATES,"Colonial, Contemporary",Detached,5,3,1,3,1,Yes,9000,1969,3,3,3/15/2021,"$900,000 ",
Closed,MDMC757614,300 Treemont Way,"$920,000 ",KING FARM WATKINS POND,Colonial,Detached,4,4,1,3,1,Yes,5910,2000,4,4,6/17/2021,"$900,000 ",
Closed,MDMC739102,11513 Evelake Ct,"$924,990 ",WESTLEIGH,Colonial,Detached,4,4,1,3,1,Yes,11531,1986,20,20,3/1/2021,"$900,000 ",
Closed,MDHW290320,13348 Pipes Ln,"$899,900 ",WILLOW HIGHLANDS,Colonial,Detached,4,3,1,3,2,Yes,130680,1993,74,74,5/27/2021,"$900,000 ","$15,000 "
Closed,MDHW291298,743 Chessie Crossing Way,"$875,000 ",CHESSIE CROSSING,Colonial,Detached,5,4,1,3,1,Yes,130680,1995,6,6,5/3/2021,"$900,000 ",
Closed,MDHW2000006,11024 Gaither Hunt Ln,"$929,000 ",GAITHER HUNT II,Colonial,Detached,5,5,2,3,3,Yes,14651,1998,23,23,4/30/2021,"$900,000 ",
Closed,MDHW288438,703 Weller Dr,"$900,000 ",PATAPSCO OVERLOOK,Log Home,Detached,6,3,0,3,3,Yes,243500,1990,8,8,1/29/2021,"$900,000 ",
Closed,MDPG601094,7621 Cypress St,"$949,999 ",THE VILLAGES AT WELLINGTON,Colonial,Detached,5,6,1,3,1,Yes,14441,2005,17,17,6/11/2021,"$900,000 ","$12,000 "
Closed,MDMC738752,3609 Farragut Ave,"$799,000 ",KENSINGTON,Craftsman,Detached,3,2,1,3,1,Yes,7500,1933,6,6,3/17/2021,"$902,000 ",
